Date,Open,High,Low,Close,Volume
09/04/2024,"105.41","113.27","104.12","106.21","372,470,312"
09/03/2024,"116.01","116.21","107.29","108.00","474,972,000"
08/30/2024,"119.53","121.75","117.22","119.37","333,751,625"
08/29/2024,"121.36","124.43","116.71","117.59","453,023,281"
08/28/2024,"128.12","128.33","122.64","125.61","448,101,094"
08/27/2024,"125.05","129.20","123.88","128.30","303,134,594"
08/26/2024,"129.57","131.26","124.37","126.46","331,964,719"
08/23/2024,"125.86","129.60","125.22","129.37","323,230,312"
08/22/2024,"130.02","130.75","123.10","123.74","376,189,094"
08/21/2024,"127.32","129.35","126.66","128.50","257,883,594"
08/20/2024,"128.40","129.88","125.89","127.25","300,087,406"
08/19/2024,"124.28","130.00","123.42","130.00","318,333,594"
08/16/2024,"121.94","125.00","121.18","124.58","302,589,875"
08/15/2024,"118.76","123.24","117.47","122.86","318,086,688"
08/14/2024,"118.53","118.60","114.07","118.08","339,246,406"
08/13/2024,"112.44","116.23","111.58","116.14","312,646,688"
08/12/2024,"106.32","111.07","106.26","109.02","325,559,906"
08/09/2024,"105.64","106.60","103.43","104.75","290,844,188"
08/08/2024,"102.00","105.50","97.52","104.97","391,910,031"
08/07/2024,"107.81","108.80","98.69","98.91","411,440,375"
08/06/2024,"103.84","107.71","100.55","104.25","409,012,094"
08/05/2024,"92.06","103.41","90.69","100.45","552,842,375"
08/02/2024,"103.76","108.72","101.37","107.27","482,027,500"
08/01/2024,"117.53","120.16","106.81","109.21","523,462,312"
07/31/2024,"112.90","118.34","110.88","117.02","473,174,219"
07/30/2024,"111.52","111.99","102.54","103.73","486,833,312"
07/29/2024,"113.69","116.28","111.30","111.59","248,152,094"
07/26/2024,"116.19","116.20","111.58","113.06","293,399,094"
07/25/2024,"113.04","116.63","106.30","112.28","460,067,000"
07/24/2024,"119.17","119.95","113.44","114.25","327,776,906"
07/23/2024,"122.78","124.69","122.10","122.59","173,911,016"
07/22/2024,"120.35","124.07","119.86","123.54","258,068,891"
07/19/2024,"120.35","121.60","117.37","117.93","217,223,812"
07/18/2024,"121.85","122.40","116.56","121.09","320,979,500"
07/17/2024,"121.35","121.85","116.72","117.99","390,086,219"
07/16/2024,"128.44","129.04","124.58","126.36","214,769,500"
07/15/2024,"130.56","131.39","127.18","128.44","208,326,203"
07/12/2024,"128.26","131.92","127.22","129.24","252,680,500"
07/11/2024,"135.75","136.15","127.05","127.40","374,782,688"
07/10/2024,"134.03","135.10","132.42","134.91","248,978,594"
07/09/2024,"130.35","133.82","128.65","131.38","287,020,812"
07/08/2024,"127.49","130.77","127.04","128.20","237,677,297"
07/05/2024,"127.38","128.85","125.68","125.83","214,176,703"
07/03/2024,"121.66","128.28","121.36","128.28","215,748,984"
07/02/2024,"121.13","123.41","121.03","122.67","218,374,000"
07/01/2024,"123.47","124.84","118.83","124.30","284,885,500"
06/28/2024,"124.58","127.71","122.75","123.54","315,516,719"
06/27/2024,"124.10","126.41","122.92","123.99","252,571,703"
06/26/2024,"126.13","128.12","122.60","126.40","362,975,906"
06/25/2024,"121.20","126.50","119.32","126.09","425,787,500"
06/24/2024,"123.24","124.46","118.04","118.11","476,060,906"
06/21/2024,"127.12","130.63","124.30","126.57","655,484,688"
06/20/2024,"139.80","140.76","129.52","130.78","517,768,375"
06/18/2024,"131.14","136.33","130.69","135.58","294,335,094"
06/17/2024,"132.99","133.73","129.58","130.98","288,504,375"
06/14/2024,"129.96","132.84","128.32","131.88","309,320,375"
06/13/2024,"129.39","129.80","127.16","129.61","260,704,500"
06/12/2024,"123.06","126.88","122.57","125.20","299,595,000"
06/11/2024,"121.77","122.87","118.74","120.91","222,551,203"
06/10/2024,"120.37","123.10","117.01","121.79","314,162,688"
06/07/2024,"119.77","121.69","118.02","120.89","412,385,776"
06/06/2024,"124.05","125.59","118.32","121.00","664,696,163"
06/05/2024,"118.37","122.45","117.47","122.44","528,401,795"
06/04/2024,"115.72","116.60","114.05","116.44","403,323,976"
06/03/2024,"113.62","115.00","112.00","115.00","438,391,796"
05/31/2024,"112.52","112.72","106.94","109.63","613,262,454"
05/30/2024,"114.65","115.82","109.66","110.50","487,350,305"
05/29/2024,"113.05","115.49","110.90","114.83","557,441,904"
05/28/2024,"110.24","114.94","109.88","113.90","652,727,963"
05/24/2024,"104.45","106.48","103.00","106.47","429,493,666"
05/23/2024,"102.03","106.32","101.52","103.80","835,065,302"
05/22/2024,"95.46","96.02","93.25","94.95","548,648,005"
05/21/2024,"93.60","95.40","93.18","95.39","328,946,477"
05/20/2024,"93.75","95.20","93.44","94.78","318,764,467"
05/17/2024,"94.37","94.74","91.81","92.48","359,691,016"
05/16/2024,"94.91","95.82","94.10","94.36","323,951,817"
05/15/2024,"92.47","94.86","91.60","94.63","417,735,506"
05/14/2024,"89.60","91.65","88.93","91.36","296,507,107"
05/13/2024,"90.48","91.00","88.53","90.40","289,680,197"
05/10/2024,"90.30","91.40","89.23","89.88","335,325,427"
05/09/2024,"90.53","91.07","88.23","88.75","378,012,726"
05/08/2024,"89.48","91.19","89.42","90.41","325,720,997"
05/07/2024,"91.10","91.78","89.01","90.55","437,341,596"
05/06/2024,"89.39","92.22","89.06","92.14","376,202,616"
05/03/2024,"87.79","89.28","87.04","88.79","398,340,696"
05/02/2024,"84.45","86.24","83.20","85.82","377,897,536"
05/01/2024,"85.08","86.00","81.25","83.04","559,863,154"
04/30/2024,"87.24","88.82","86.30","86.40","363,708,706"
04/29/2024,"87.60","87.99","85.27","87.76","388,970,776"
04/26/2024,"83.82","88.33","83.39","87.74","551,010,854"
04/25/2024,"78.87","83.32","78.22","82.63","424,640,696"
04/24/2024,"83.95","84.08","79.18","79.68","512,207,535"
04/23/2024,"80.77","82.77","80.26","82.42","438,559,406"
04/22/2024,"78.10","80.07","76.40","79.52","596,340,464"
04/19/2024,"83.15","84.32","75.61","76.20","875,197,961"
04/18/2024,"84.97","86.19","82.40","84.67","447,260,306"
04/17/2024,"88.34","88.78","83.95","84.04","495,399,525"
04/16/2024,"86.43","88.12","86.06","87.42","370,453,006"
04/15/2024,"89.10","90.61","85.93","86.00","443,076,986"
04/12/2024,"89.70","90.17","87.53","88.19","426,804,796"
04/11/2024,"87.42","90.74","86.93","90.62","431,637,266"
04/10/2024,"83.93","87.40","83.71","87.04","431,928,476"
04/09/2024,"87.44","87.64","83.02","85.35","503,547,375"
04/08/2024,"88.70","88.83","86.73","87.13","283,219,997"
04/05/2024,"86.87","88.48","85.93","88.01","399,678,476"
04/04/2024,"90.41","90.63","85.88","85.91","434,964,876"
04/03/2024,"88.48","90.37","88.40","88.96","370,066,596"
04/02/2024,"88.45","90.09","87.62","89.45","433,063,586"
04/01/2024,"90.30","92.23","89.20","90.36","452,441,515"
03/28/2024,"90.00","91.30","89.19","90.36","435,212,296"
03/27/2024,"93.11","93.24","89.12","90.25","586,067,184"
03/26/2024,"95.85","96.38","92.50","92.56","513,647,615"
03/25/2024,"93.94","96.77","93.51","95.00","552,136,084"
03/22/2024,"91.14","94.78","90.83","94.29","586,719,374"
03/21/2024,"92.30","92.65","90.41","91.44","480,372,295"
03/20/2024,"89.80","90.41","88.22","90.37","479,062,805"
03/19/2024,"86.70","90.54","85.01","89.40","672,171,243"
03/18/2024,"90.39","92.41","87.09","88.46","668,975,933"
03/15/2024,"86.93","89.55","86.26","87.84","642,086,204"
03/14/2024,"89.58","90.65","86.60","87.94","602,318,194"
03/13/2024,"91.06","91.50","88.44","90.89","635,712,924"
03/12/2024,"88.05","91.96","86.15","91.91","668,075,223"
03/11/2024,"86.43","88.80","84.17","85.77","678,364,053"
03/08/2024,"95.14","97.40","86.51","87.53","1,142,268,969"
03/07/2024,"90.16","92.77","89.60","92.67","608,119,134"
03/06/2024,"88.02","89.72","87.03","88.70","582,520,304"
03/05/2024,"85.27","86.10","83.42","85.96","520,639,295"
03/04/2024,"84.13","87.70","83.72","85.24","615,616,444"
03/01/2024,"80.00","82.30","79.44","82.28","479,135,115"
02/29/2024,"79.09","79.99","78.35","79.11","507,288,975"
02/28/2024,"77.62","78.93","77.13","77.66","393,110,386"
02/27/2024,"79.38","79.48","77.16","78.70","391,705,196"
02/26/2024,"79.70","80.65","78.51","79.09","503,972,725"
02/23/2024,"80.79","82.39","77.57","78.82","829,388,432"
02/22/2024,"75.03","78.58","74.22","78.54","865,099,681"
02/21/2024,"68.01","68.89","66.25","67.47","690,298,043"
02/20/2024,"71.95","71.96","67.73","69.45","704,833,113"
02/16/2024,"74.10","74.40","72.50","72.61","495,326,595"
02/15/2024,"73.87","73.98","72.40","72.66","420,121,796"
02/14/2024,"73.20","74.24","71.94","73.90","504,917,375"
02/13/2024,"70.40","73.45","69.62","72.13","602,580,154"
02/12/2024,"72.60","74.61","71.25","72.25","613,710,194"
02/09/2024,"70.53","72.19","70.21","72.13","436,636,876"
02/08/2024,"70.07","70.79","69.46","69.64","414,422,066"
02/07/2024,"68.32","70.22","67.60","70.10","495,574,605"
02/06/2024,"69.63","69.75","66.30","68.22","683,111,323"
02/05/2024,"68.23","69.50","67.21","69.33","680,077,963"
02/02/2024,"63.97","66.60","63.69","66.16","476,577,695"
02/01/2024,"62.10","63.19","61.65","63.03","369,145,776"
01/31/2024,"61.44","62.27","60.70","61.53","453,794,875"
01/30/2024,"62.90","63.49","62.26","62.77","410,735,266"
01/29/2024,"61.23","62.49","60.91","62.47","348,733,007"
01/26/2024,"60.96","61.78","60.57","61.03","390,308,586"
01/25/2024,"62.35","62.72","60.85","61.62","482,776,795"
01/24/2024,"60.30","62.85","59.94","61.36","560,270,774"
01/23/2024,"59.57","59.91","58.59","59.87","294,654,487"
01/22/2024,"60.05","60.33","59.07","59.65","452,954,605"
01/19/2024,"57.99","59.50","57.23","59.49","543,501,515"
01/18/2024,"57.26","57.60","56.11","57.11","491,650,385"
01/17/2024,"56.35","56.47","54.74","56.05","474,394,405"
01/16/2024,"55.02","56.83","54.90","56.38","449,579,686"
01/12/2024,"54.62","54.97","54.33","54.71","352,993,586"
01/11/2024,"55.00","55.35","53.56","54.82","596,758,784"
01/10/2024,"53.62","54.60","53.49","54.35","533,795,775"
01/09/2024,"52.40","54.33","51.69","53.14","773,100,072"
01/08/2024,"49.51","52.28","49.48","52.25","642,509,874"
01/05/2024,"48.46","49.55","48.31","49.10","415,039,296"
01/04/2024,"47.77","48.50","47.51","48.00","306,534,877"
01/03/2024,"47.49","48.18","47.32","47.57","320,896,187"
01/02/2024,"49.24","49.30","47.60","48.17","411,254,216"
12/29/2023,"49.81","50.00","48.75","49.52","389,293,276"
12/28/2023,"49.64","49.88","49.41","49.52","246,587,498"
12/27/2023,"49.51","49.68","49.09","49.42","233,648,008"
12/26/2023,"48.97","49.60","48.96","49.28","244,199,488"
12/22/2023,"49.20","49.38","48.47","48.83","252,506,797"
12/21/2023,"48.81","49.10","48.42","48.99","300,425,427"
12/20/2023,"49.66","50.00","48.10","48.11","397,894,406"
12/19/2023,"49.42","49.70","48.90","49.60","464,444,485"
12/18/2023,"49.40","50.43","49.15","50.08","412,587,186"
12/15/2023,"48.19","49.40","48.12","48.89","479,947,615"
12/14/2023,"48.39","48.67","47.42","48.35","391,231,676"
12/13/2023,"47.63","48.59","47.61","48.09","447,791,906"
12/12/2023,"46.05","47.67","46.05","47.66","372,386,876"
12/11/2023,"47.49","47.53","45.83","46.63","509,728,085"
12/08/2023,"46.60","47.74","46.55","47.51","359,223,666"
12/07/2023,"45.70","46.63","45.60","46.60","350,822,616"
12/06/2023,"47.21","47.39","45.41","45.50","380,589,606"
12/05/2023,"45.47","46.60","45.27","46.57","371,717,616"
12/04/2023,"46.08","46.08","45.01","45.51","437,543,396"
12/01/2023,"46.53","47.20","46.19","46.77","369,316,986"
11/30/2023,"48.02","48.11","46.42","46.77","526,246,595"
11/29/2023,"48.38","48.76","47.86","48.14","382,004,726"
11/28/2023,"48.24","48.32","47.47","47.82","401,490,896"
11/27/2023,"47.80","48.53","47.65","48.24","395,661,906"
11/24/2023,"48.47","48.92","47.75","47.78","294,644,627"
11/22/2023,"49.85","50.33","47.69","48.72","900,642,331"
11/21/2023,"50.13","50.52","49.22","49.94","565,746,874"
11/20/2023,"49.31","50.55","49.18","50.41","416,142,616"
11/17/2023,"49.52","49.72","49.01","49.30","325,896,887"
11/16/2023,"48.68","49.52","48.33","49.48","339,756,207"
11/15/2023,"49.94","49.96","48.20","48.89","475,497,375"
11/14/2023,"49.68","49.83","49.04","49.66","416,953,906"
11/13/2023,"48.32","49.12","48.10","48.62","384,135,656"
11/10/2023,"47.50","48.47","47.28","48.34","422,441,596"
11/09/2023,"47.47","48.23","46.75","46.95","540,496,015"
11/08/2023,"46.10","46.87","45.97","46.57","346,718,867"
11/07/2023,"45.72","46.22","45.16","45.96","343,165,507"
11/06/2023,"45.28","45.94","44.90","45.75","400,733,396"
11/03/2023,"44.02","45.31","43.72","45.01","424,609,606"
11/02/2023,"43.33","43.88","42.89","43.51","409,171,906"
11/01/2023,"40.88","42.38","40.87","42.33","437,592,886"
10/31/2023,"40.45","40.88","39.23","40.78","517,968,705"
10/30/2023,"41.09","41.77","40.48","41.16","388,028,086"
10/27/2023,"41.13","41.21","40.02","40.50","416,784,406"
10/26/2023,"41.85","42.26","39.88","40.33","541,001,285"
10/25/2023,"43.40","43.65","41.56","41.78","398,379,216"
10/24/2023,"43.08","43.70","42.69","43.66","401,463,396"
10/23/2023,"41.23","43.25","40.95","42.98","478,530,465"
10/20/2023,"41.89","42.47","41.08","41.39","477,266,085"
10/19/2023,"42.81","43.30","41.88","42.10","501,233,115"
10/18/2023,"42.59","43.22","41.83","42.20","627,294,374"
10/17/2023,"44.00","44.75","42.48","43.94","812,332,722"
10/16/2023,"45.06","46.23","44.91","46.10","375,099,216"
10/13/2023,"46.96","47.12","45.28","45.46","475,426,015"
10/12/2023,"46.78","47.61","46.33","46.95","481,324,995"
10/11/2023,"46.20","46.86","46.05","46.81","378,136,876"
10/10/2023,"45.31","46.26","45.09","45.80","368,582,066"
10/09/2023,"44.84","45.61","44.37","45.27","409,674,726"
10/06/2023,"44.19","45.79","44.03","45.76","434,436,016"
10/05/2023,"44.05","44.90","43.89","44.69","393,483,116"
10/04/2023,"43.74","44.14","43.29","44.04","361,820,896"
10/03/2023,"44.81","45.13","43.25","43.52","470,849,525"
10/02/2023,"44.03","45.18","43.86","44.78","433,298,196"
09/29/2023,"43.83","44.14","43.31","43.50","397,829,916"
09/28/2023,"42.46","43.45","42.12","43.09","424,662,806"
09/27/2023,"42.33","42.87","41.63","42.47","444,935,196"
09/26/2023,"42.00","42.82","41.66","41.91","402,282,066"
09/25/2023,"41.59","42.54","41.18","42.22","419,091,016"
09/22/2023,"41.57","42.12","41.23","41.61","479,236,325"
09/21/2023,"41.58","42.10","40.98","41.02","450,736,015"
09/20/2023,"43.60","43.90","42.22","42.24","367,107,696"
09/19/2023,"43.83","43.97","43.00","43.52","373,064,216"
09/18/2023,"42.75","44.24","42.00","43.97","500,270,775"
09/15/2023,"45.34","45.60","43.81","43.90","506,830,465"
09/14/2023,"45.95","45.99","45.13","45.58","370,097,186"
09/13/2023,"44.60","45.93","44.50","45.49","398,355,386"
09/12/2023,"44.74","45.67","44.53","44.87","349,256,327"
09/11/2023,"46.15","46.16","44.31","45.18","473,965,585"
09/08/2023,"45.94","46.61","45.27","45.57","473,899,915"
09/07/2023,"45.53","46.34","45.15","46.24","433,329,916"
09/06/2023,"48.44","48.55","46.58","47.06","468,669,605"
09/05/2023,"48.22","48.85","47.86","48.55","382,652,616"
09/01/2023,"49.76","49.80","48.14","48.51","463,830,305"
08/31/2023,"49.38","49.74","48.96","49.36","528,569,795"
08/30/2023,"49.04","49.93","48.43","49.26","735,206,013"
08/29/2023,"46.67","49.08","46.39","48.78","701,396,943"
08/28/2023,"46.48","46.98","44.89","46.84","685,192,183"
08/25/2023,"47.01","47.81","45.02","46.02","925,340,461"
08/24/2023,"50.22","50.27","47.16","47.16","1,156,044,048"
08/23/2023,"45.87","47.20","45.21","47.12","779,046,082"
08/22/2023,"48.14","48.19","45.33","45.67","757,206,872"
08/21/2023,"44.49","47.07","44.22","46.97","692,573,433"
08/18/2023,"42.64","43.58","41.66","43.30","583,767,964"
08/17/2023,"43.97","44.06","43.00","43.34","452,394,795"
08/16/2023,"44.52","44.68","43.41","43.49","527,450,695"
08/15/2023,"44.56","45.27","43.71","43.94","676,511,473"
08/14/2023,"40.49","43.80","40.31","43.75","690,285,773"
08/11/2023,"41.75","42.02","40.64","40.86","533,085,265"
08/10/2023,"42.16","43.57","41.84","42.39","492,705,265"
08/09/2023,"44.27","44.31","42.13","42.55","586,449,054"
08/08/2023,"44.85","45.24","44.06","44.66","353,843,396"
08/07/2023,"45.11","45.54","44.56","45.42","322,153,497"
08/04/2023,"44.99","45.64","44.39","44.68","362,666,206"
08/03/2023,"43.80","45.12","43.80","44.52","325,076,617"
08/02/2023,"45.83","45.84","43.39","44.27","530,141,595"
08/01/2023,"46.46","46.90","46.03","46.51","239,275,998"
07/31/2023,"46.75","47.13","46.51","46.73","251,055,287"
07/28/2023,"46.67","47.03","46.38","46.75","331,194,217"
07/27/2023,"46.52","47.40","45.75","45.90","455,975,505"
07/26/2023,"46.02","46.05","44.63","45.45","364,237,266"
07/25/2023,"44.94","46.18","44.92","45.68","348,080,897"
07/24/2023,"44.73","45.11","44.04","44.61","383,099,686"
07/21/2023,"45.79","45.87","44.10","44.31","963,768,660"
07/20/2023,"46.51","47.09","45.06","45.52","537,864,445"
07/19/2023,"47.46","47.82","46.74","47.08","427,501,796"
07/18/2023,"46.70","47.90","45.73","47.49","570,190,384"
07/17/2023,"46.29","46.50","45.26","46.46","510,488,195"
07/14/2023,"46.58","48.09","45.06","45.47","772,075,302"
07/13/2023,"44.52","46.16","44.49","45.98","478,203,665"
07/12/2023,"43.03","43.94","42.78","43.90","481,276,985"
07/11/2023,"42.48","42.76","42.07","42.41","298,244,097"
07/10/2023,"42.66","42.81","41.65","42.18","353,908,086"
07/07/2023,"42.32","43.21","42.18","42.50","355,881,516"
07/06/2023,"41.84","42.18","41.35","42.10","304,138,787"
07/05/2023,"42.14","43.18","42.09","42.32","323,617,597"
07/03/2023,"42.52","42.90","42.20","42.41","197,754,098"
06/30/2023,"41.68","42.55","41.50","42.30","501,147,805"
06/29/2023,"41.56","41.60","40.60","40.82","380,514,336"
06/28/2023,"40.66","41.85","40.52","41.12","582,639,334"
06/27/2023,"40.80","41.94","40.45","41.88","462,174,725"
06/26/2023,"42.46","42.76","40.10","40.63","594,321,904"
06/23/2023,"42.46","42.81","42.02","42.21","358,139,796"
06/22/2023,"42.25","43.43","42.23","43.03","417,737,376"
06/22/2023,"42.25","43.43","42.23","43.03","417,737,376"
06/21/2023,"43.50","43.62","42.08","43.05","551,602,884"
06/20/2023,"43.00","43.99","42.67","43.81","451,153,115"
06/16/2023,"43.45","43.72","42.66","42.69","655,709,373"
06/15/2023,"42.60","43.29","42.15","42.65","568,622,024"
06/14/2023,"40.82","43.00","40.55","43.00","740,464,913"
06/13/2023,"40.19","41.10","39.74","41.02","613,208,194"
06/12/2023,"39.20","39.53","38.62","39.48","389,673,396"
06/09/2023,"39.04","39.71","38.57","38.77","427,717,536"
06/08/2023,"37.72","38.86","37.51","38.51","417,772,376"
06/07/2023,"38.92","39.50","37.36","37.48","511,997,925"
06/06/2023,"38.83","39.16","38.15","38.65","388,729,096"
06/05/2023,"38.91","39.57","38.71","39.17","396,093,786"
06/02/2023,"40.10","40.50","39.06","39.33","482,731,205"
06/01/2023,"38.49","40.05","38.34","39.77","635,872,964"
05/31/2023,"39.49","40.30","37.82","37.83","1,002,579,990"
05/30/2023,"40.60","41.94","39.95","40.11","923,401,081"
05/26/2023,"37.89","39.17","37.55","38.95","714,396,793"
05/25/2023,"38.52","39.48","36.64","37.98","1,543,911,075"
05/24/2023,"30.21","30.61","29.81","30.54","721,418,513"
05/23/2023,"31.00","31.29","30.63","30.69","356,253,276"
05/22/2023,"30.90","31.52","30.68","31.18","371,999,686"
05/19/2023,"31.54","31.58","30.92","31.26","473,907,695"
05/18/2023,"30.41","31.83","30.32","31.68","748,724,913"
05/17/2023,"29.58","30.20","29.43","30.18","432,535,386"
05/16/2023,"28.84","29.87","28.83","29.21","449,404,876"
05/15/2023,"28.51","28.97","28.15","28.95","293,925,897"
05/12/2023,"28.53","28.78","28.05","28.34","274,222,297"
05/11/2023,"28.90","28.95","28.25","28.58","322,148,997"
05/10/2023,"29.01","29.11","28.46","28.89","369,349,996"
05/09/2023,"28.90","28.97","28.45","28.57","314,869,487"
05/08/2023,"28.52","29.22","28.35","29.15","344,978,867"
05/05/2023,"27.83","28.76","27.73","28.68","361,494,056"
05/04/2023,"27.65","27.86","27.24","27.56","321,850,387"
05/03/2023,"27.84","28.37","27.47","27.80","383,387,376"
05/02/2023,"28.68","28.84","28.08","28.21","402,729,606"
05/01/2023,"27.84","29.06","27.78","28.91","570,328,434"
04/28/2023,"27.23","27.76","27.07","27.75","292,216,087"
04/27/2023,"27.36","27.50","26.63","27.23","377,161,206"
04/26/2023,"27.00","27.33","26.71","26.96","406,336,796"
04/25/2023,"27.08","27.25","26.23","26.24","378,527,186"
04/24/2023,"27.01","27.37","26.67","27.04","339,281,907"
04/21/2023,"26.95","27.18","26.72","27.12","345,102,807"
04/20/2023,"27.67","28.03","27.00","27.10","427,713,276"
04/19/2023,"27.36","28.00","27.23","27.93","358,660,386"
04/18/2023,"27.53","28.11","27.36","27.67","604,811,514"
04/17/2023,"26.57","27.01","26.43","27.00","321,471,307"
04/14/2023,"26.50","26.88","26.22","26.76","395,660,076"
04/13/2023,"26.73","26.89","26.33","26.46","353,615,266"
04/12/2023,"27.37","27.47","26.45","26.50","446,258,976"
04/11/2023,"27.72","27.79","27.13","27.17","314,378,217"
04/10/2023,"26.82","27.62","26.67","27.58","395,278,586"
04/06/2023,"26.58","27.08","26.43","27.04","397,654,336"
04/05/2023,"26.83","27.00","26.40","26.88","515,014,725"
04/04/2023,"27.97","28.00","27.31","27.45","368,591,516"
04/03/2023,"27.51","28.00","27.34","27.97","398,715,586"
03/31/2023,"27.14","27.83","27.11","27.78","433,932,806"
03/30/2023,"27.23","27.50","27.10","27.38","364,515,656"
03/29/2023,"26.83","27.08","26.60","26.98","393,693,906"
03/28/2023,"26.45","26.51","25.85","26.41","356,103,786"
03/27/2023,"26.84","27.00","26.37","26.53","361,025,656"
03/24/2023,"27.03","27.17","26.36","26.78","455,414,055"
03/23/2023,"27.12","27.50","26.69","27.19","564,888,744"
03/22/2023,"26.43","27.59","26.24","26.47","797,295,152"
03/21/2023,"26.18","26.39","25.38","26.20","547,407,805"
03/20/2023,"25.62","26.02","25.13","25.90","432,747,186"
03/17/2023,"25.98","26.40","25.67","25.73","848,546,552"
03/16/2023,"24.03","25.59","23.89","25.54","584,946,324"
03/15/2023,"23.76","24.29","23.36","24.23","524,485,655"
03/14/2023,"23.50","24.22","23.46","24.06","474,910,075"
03/13/2023,"22.75","23.30","22.30","22.97","421,890,306"
03/10/2023,"23.41","23.63","22.73","22.97","474,865,655"
03/09/2023,"24.18","24.45","23.38","23.44","501,256,985"
03/08/2023,"23.49","24.20","23.42","24.18","513,573,395"
03/07/2023,"23.60","24.13","23.24","23.29","515,153,905"
03/06/2023,"23.89","24.25","23.49","23.55","437,429,216"
03/03/2023,"23.32","23.90","23.13","23.89","412,393,276"
03/02/2023,"22.49","23.38","22.43","23.31","390,074,726"
03/01/2023,"23.19","23.26","22.51","22.70","460,025,585"
02/28/2023,"23.37","23.83","23.21","23.22","455,962,805"
02/27/2023,"23.67","23.88","23.45","23.50","452,993,665"
02/24/2023,"23.23","23.47","22.95","23.29","589,715,934"
02/23/2023,"23.44","23.89","23.03","23.66","1,117,995,069"
02/22/2023,"20.71","21.10","20.42","20.75","513,184,335"
02/21/2023,"21.00","21.49","20.62","20.66","410,014,606"
02/17/2023,"21.63","21.74","20.98","21.39","465,887,615"
02/16/2023,"22.13","22.55","21.93","22.00","412,026,326"
02/15/2023,"22.55","22.86","22.11","22.76","421,188,316"
02/14/2023,"21.58","23.05","21.37","22.97","675,473,513"
02/13/2023,"21.54","22.05","20.96","21.79","474,918,585"
02/10/2023,"21.69","22.08","20.81","21.27","550,736,754"
02/09/2023,"22.61","23.02","22.12","22.34","523,875,775"
02/08/2023,"22.39","22.88","22.01","22.21","559,651,204"
02/07/2023,"21.38","22.26","21.15","22.17","664,149,523"
02/06/2023,"20.81","21.57","20.79","21.09","452,197,105"
02/03/2023,"21.00","21.74","20.79","21.10","429,366,016"
02/02/2023,"21.00","21.95","20.70","21.71","564,275,774"
02/01/2023,"19.69","21.19","19.61","20.94","660,477,023"
01/31/2023,"19.17","19.69","18.95","19.54","498,016,595"
01/30/2023,"19.95","20.14","19.15","19.16","488,611,205"
01/27/2023,"19.46","20.63","19.41","20.37","542,142,025"
01/26/2023,"19.70","20.17","19.28","19.80","489,535,385"
01/25/2023,"18.91","19.37","18.58","19.32","449,537,106"
01/24/2023,"18.83","19.50","18.82","19.27","496,204,055"
01/23/2023,"18.06","19.25","17.82","19.19","655,162,573"
01/20/2023,"17.01","17.86","16.83","17.84","564,967,104"
01/19/2023,"17.04","17.20","16.73","16.77","452,931,595"
01/18/2023,"17.67","17.87","17.28","17.38","439,623,586"
01/17/2023,"16.90","17.73","16.90","17.70","511,102,185"
01/13/2023,"16.28","16.92","16.17","16.90","447,287,106"
01/12/2023,"16.10","16.64","15.49","16.51","551,409,054"
01/11/2023,"15.84","16.03","15.56","16.00","353,284,876"
01/10/2023,"15.51","15.96","15.47","15.91","384,101,286"
01/09/2023,"15.28","16.06","15.14","15.63","504,230,585"
01/06/2023,"14.47","15.01","14.03","14.86","405,043,586"
01/05/2023,"14.49","14.56","14.15","14.27","389,168,086"
01/04/2023,"14.57","14.85","14.24","14.75","431,323,586"
01/03/2023,"14.85","15.00","14.10","14.32","401,276,596"
12/30/2022,"14.33","14.63","14.23","14.61","310,489,797"
12/29/2022,"14.40","14.68","14.23","14.60","354,923,196"
12/28/2022,"13.93","14.26","13.88","14.04","351,066,476"
12/27/2022,"15.07","15.10","14.06","14.12","464,902,295"
12/23/2022,"15.20","15.34","14.88","15.21","349,325,587"
12/22/2022,"16.09","16.14","14.88","15.34","565,045,224"
12/21/2022,"16.11","16.63","16.10","16.50","325,025,427"
12/20/2022,"16.06","16.31","15.85","16.09","403,259,796"
12/19/2022,"16.57","16.61","16.15","16.25","354,038,786"
12/16/2022,"16.86","17.04","16.41","16.57","478,231,905"
12/15/2022,"17.15","17.32","16.70","16.95","478,542,065"
12/14/2022,"17.99","18.25","17.42","17.67","496,888,085"
12/13/2022,"18.53","18.79","17.71","18.07","656,588,823"
12/12/2022,"17.04","17.54","16.80","17.54","457,327,805"
12/09/2022,"17.16","17.58","16.98","17.00","465,338,195"
12/08/2022,"16.27","17.18","15.96","17.17","515,455,505"
12/07/2022,"15.77","16.19","15.67","16.12","372,387,616"
12/06/2022,"16.53","16.57","15.82","15.99","352,694,336"
12/05/2022,"16.68","17.00","16.47","16.61","352,255,196"
12/02/2022,"16.66","16.93","16.45","16.88","371,388,586"
12/01/2022,"17.00","17.27","16.64","17.14","470,976,595"
11/30/2022,"15.70","16.93","15.60","16.92","565,298,194"
11/29/2022,"15.83","15.93","15.52","15.64","298,384,467"
11/28/2022,"16.03","16.36","15.73","15.83","304,151,987"
11/25/2022,"16.32","16.49","16.17","16.27","167,934,298"
11/23/2022,"16.10","16.53","16.05","16.52","427,240,896"
11/22/2022,"15.33","16.06","15.12","16.04","472,866,085"
11/21/2022,"15.15","15.48","15.08","15.32","404,739,296"
11/18/2022,"15.97","16.00","15.12","15.41","492,071,675"
